customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C3289,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,53.9,1627.59,Yes
C3290,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,117.96,6090.36,No
C3291,Female,1,No,No,20,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),64.08,1272.18,No
C3292,Male,0,Yes,No,27,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),65.41,1804.7,No
C3293,Female,0,No,No,43,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),68.75,2997.05,No
C3294,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.39,2666.7,No
C3295,Female,0,Yes,No,9,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.72,520.2,No
C3296,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),58.02,1284.2,Yes
C3297,Male,0,No,No,47,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.32,3297.6,No
C3298,Male,0,No,Yes,51,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,32.41,1593.09,No
C3299,Female,0,Yes,No,14,No,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,78.95,1143.68,No
C3300,Male,0,Yes,No,54,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),72.98,3911.44,No
C3301,Male,0,No,No,42,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),118.19,4919.52,No
C3302,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,107.19,5299.06,No
C3303,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,65.18,297.62,No
C3304,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),89.2,2840.86,Yes
C3305,Male,0,No,Yes,61,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,84.87,5198.73,No
C3306,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),41.95,2276.92,No
C3307,Female,1,No,No,38,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,51.96,1906.93,No
C3308,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,21.41,161.89,Yes
C3309,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,27.76,850.99,Yes
C3310,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,49.58,2584.64,No
C3311,Female,1,No,No,33,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),97.37,3202.76,No
C3312,Male,0,No,No,40,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,91.0,3569.55,No
C3313,Male,0,No,No,9,Yes,No,No,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,116.35,1047.5,No
C3314,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),55.39,2837.0,Yes
C3315,Male,1,No,Yes,56,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,52.97,2827.15,No
C3316,Female,1,No,No,2,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,No,Electronic check,28.5,34.32,No
C3317,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.34,5511.22,Yes
C3318,Male,1,Yes,Yes,32,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,No,Electronic check,34.87,1120.08,No
C3319,Male,0,No,No,6,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,115.24,787.91,No
C3320,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,50.21,200.03,Yes
C3321,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Two year,No,Mailed check,84.02,3212.5,No
C3322,Female,0,No,Yes,47,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,63.95,3052.01,No
C3323,Female,0,Yes,No,15,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),40.86,620.58,No
C3324,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,64.51,2413.86,No
C3325,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),51.25,214.74,Yes
C3326,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,81.8,165.7,No
C3327,Male,0,Yes,Yes,26,No,Yes,No,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,74.22,2025.43,Yes
C3328,Male,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,No,Mailed check,26.44,411.93,No
C3329,Female,0,No,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,25.36,1798.58,No
C3330,Female,0,No,No,53,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,116.45,6196.27,Yes
C3331,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),48.75,361.27,No
C3332,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,27.24,1477.0,No
C3333,Male,0,Yes,No,4,No,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),36.55,155.33,No
C3334,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.76,2349.5,No
C3335,Female,0,Yes,Yes,46,Yes,No,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),39.41,1827.69,No
C3336,Male,0,Yes,Yes,39,Yes,No,No,No,No internet service,Yes,No internet service,No,No,Two year,Yes,Electronic check,22.78,841.96,No
C3337,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,38.16,173.14,Yes
C3338,Female,0,No,No,11,No,No phone service,No,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),114.02,1278.05,No
C3339,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,76.35,1794.3,Yes
C3340,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,51.18,1408.44,No
C3341,Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,98.53,4092.75,Yes
C3342,Male,0,No,No,46,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,109.38,5091.24,No
C3343,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.21,1286.03,No
C3344,Male,0,No,No,53,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.12,2849.38,Yes
C3345,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),101.5,1718.65,No
C3346,Male,1,No,Yes,26,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),79.93,2072.84,Yes
C3347,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,87.59,6237.86,No
C3348,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.08,471.26,No
C3349,Female,0,Yes,Yes,68,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),26.38,1806.78,No
C3350,Female,1,No,No,70,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,104.78,7379.25,No
C3351,Male,0,Yes,No,21,No,No,Fiber optic,No,No,No,No,No internet service,No,Two year,No,Electronic check,42.31,849.1,No
C3352,Male,0,No,Yes,58,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.53,1655.0,No
C3353,Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.63,2499.59,Yes
C3354,Female,0,No,No,67,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.02,6389.89,Yes
C3355,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,107.76,3286.37,Yes
C3356,Female,0,No,No,0,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,84.35,0.8,No
C3357,Male,1,Yes,No,53,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,54.53,2946.28,Yes
C3358,Female,1,Yes,Yes,45,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,92.27,4212.9,No
C3359,Male,1,Yes,No,40,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,96.19,3839.6,Yes
C3360,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),112.15,4486.45,No
C3361,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,30.1,184.09,No
C3362,Male,0,Yes,No,31,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,32.3,926.23,No
C3363,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,62.51,1801.87,No
C3364,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),52.73,2396.53,No
C3365,Male,0,No,Yes,51,No,No,No,Yes,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),96.77,4860.19,Yes
C3366,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),78.01,4818.78,No
C3367,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),27.79,333.74,No
C3368,Male,0,No,Yes,39,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,72.53,2914.95,Yes
C3369,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),47.13,2859.55,No
C3370,Female,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,One year,Yes,Electronic check,59.55,2623.62,Yes
C3371,Female,0,Yes,No,61,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,26.31,1546.72,No
C3372,Female,0,No,No,43,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),21.57,966.22,No
C3373,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,116.46,5442.23,Yes
C3374,Female,0,No,No,58,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),93.66,5436.98,Yes
C3375,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,84.63,4773.24,Yes
C3376,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,86.99,879.29,Yes
C3377,Female,0,Yes,No,24,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.04,1973.96,Yes
C3378,Male,0,No,No,60,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),56.69,3407.96,No
C3379,Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),68.78,3137.58,Yes
C3380,Female,0,No,No,53,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.38,5945.88,No
C3381,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),55.83,1860.88,No
C3382,Female,0,No,No,6,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,37.5,221.19,Yes
C3383,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.52,1376.78,No
C3384,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),44.57,2575.32,No
C3385,Female,1,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),31.37,164.93,No
C3386,Female,0,Yes,No,34,Yes,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.4,2850.04,Yes
C3387,Female,0,No,No,36,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,42.13,1472.13,Yes
C3388,Male,0,No,No,59,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,51.89,3034.27,No
C3389,Female,0,No,Yes,64,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,27.76,1804.68,No
C3390,Female,0,Yes,No,15,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,62.42,943.84,No
C3391,Female,0,No,No,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,115.39,3394.16,No
C3392,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,62.77,4464.58,No
C3393,Male,0,Yes,No,41,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.62,3894.05,Yes
C3394,Male,0,No,No,60,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,76.14,4559.7,No
C3395,Female,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,50.4,2341.01,No
C3396,Female,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Electronic check,114.02,7033.19,Yes
C3397,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.86,4445.73,Yes
C3398,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,96.75,5417.07,No
C3399,Female,1,Yes,Yes,67,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,One year,No,Bank transfer (automatic),30.49,1951.07,No
C3400,Male,0,No,No,45,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.12,1918.97,No
C3401,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.21,1688.68,Yes
C3402,Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),96.49,114.51,No
C3403,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,101.21,3688.64,Yes
C3404,Male,1,No,No,47,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,117.74,5588.97,Yes
C3405,Male,0,No,Yes,18,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.98,2103.14,Yes
C3406,Female,1,Yes,Yes,16,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,61.13,890.43,No
C3407,Male,0,Yes,Yes,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,72.26,2838.23,No
C3408,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,20.6,867.82,No
C3409,Female,0,No,No,72,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,67.91,4827.58,No
C3410,Male,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,21.77,591.65,No
C3411,Male,0,Yes,No,50,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),19.35,1020.43,No
C3412,Female,0,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.73,3078.69,No
C3413,Male,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),109.55,3134.21,No
C3414,Female,0,Yes,Yes,65,Yes,No phone service,No,No,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),116.42,7537.25,No
C3415,Female,1,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.86,1427.53,Yes
C3416,Female,0,No,Yes,30,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,94.24,2824.72,Yes
C3417,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),63.07,3196.92,No
C3418,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,75.79,2888.78,No
C3419,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,77.58,4606.22,No
C3420,Male,1,No,No,50,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.13,1308.3,No
C3421,Male,0,No,No,15,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,22.65,350.67,No
C3422,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,32.83,439.2,Yes
C3423,Male,1,No,No,41,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,99.07,4046.06,Yes
C3424,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),75.24,3776.13,No
C3425,Male,0,No,No,23,Yes,No,No,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,78.31,1895.87,No
C3426,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,53.62,2231.7,No
C3427,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,One year,Yes,Electronic check,106.59,7669.45,No
C3428,Male,0,No,Yes,18,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,116.28,2150.68,No
C3429,Male,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),39.79,2485.55,Yes
C3430,Female,0,No,No,62,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,50.13,3058.35,No
C3431,Female,0,Yes,Yes,25,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.47,1239.28,No
C3432,Female,1,Yes,No,34,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,116.21,3905.56,Yes
C3433,Male,0,No,No,66,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.82,4576.68,No
C3434,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,75.89,4178.4,Yes
C3435,Female,0,No,No,39,No,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.56,2252.78,Yes
C3436,Female,1,Yes,No,28,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.74,3120.47,Yes
C3437,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,37.48,184.9,No
C3438,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.63,3356.29,No
C3439,Male,0,No,Yes,0,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.0,98.29,No
C3440,Male,0,Yes,No,51,Yes,No,No,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),77.68,3964.46,Yes
C3441,Female,0,No,No,23,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,73.88,1698.26,No
C3442,Female,1,Yes,No,33,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),31.39,1001.71,No
C3443,Female,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,102.72,659.32,Yes
C3444,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),30.49,383.43,No
C3445,Male,1,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),36.01,1312.65,Yes
C3446,Male,0,Yes,No,19,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,45.61,816.0,No
C3447,Male,0,No,No,62,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),100.98,6301.69,No
C3448,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.76,2364.3,No
C3449,Male,1,No,No,68,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,No,Mailed check,40.36,2638.06,No
C3450,Male,0,No,No,29,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.51,2453.27,Yes
C3451,Female,0,Yes,No,29,Yes,No phone service,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,102.63,3036.11,Yes
C3452,Female,0,Yes,Yes,21,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,89.31,1844.4,No
C3453,Male,0,Yes,No,60,Yes,No,No,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,72.82,4340.0,No
C3454,Male,0,No,No,20,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),84.31,1723.31,No
C3455,Male,0,No,Yes,36,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,73.8,2661.02,No
C3456,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.39,1407.6,Yes
C3457,Male,0,No,No,34,No,Yes,DSL,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,88.44,2970.96,No
C3458,Male,0,No,No,37,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.11,3303.69,No
C3459,Female,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Mailed check,82.51,4855.14,No
C3460,Female,0,Yes,Yes,69,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,82.78,5689.59,No
C3461,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),42.1,1322.03,No
C3462,Male,0,No,No,26,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),112.57,2864.14,No
C3463,Female,0,No,No,2,No,No,No,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),119.21,228.9,Yes
C3464,Male,0,No,Yes,48,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),74.67,3598.94,No
C3465,Male,0,No,Yes,29,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,40.83,1210.8,Yes
C3466,Female,1,No,Yes,21,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),50.36,1075.39,No
C3467,Male,0,No,Yes,18,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,93.44,1625.54,Yes
C3468,Male,1,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,45.76,1289.16,No
C3469,Female,0,Yes,No,19,Yes,No,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),80.08,1510.98,No
